ledger_id,ticker,close_utc,era,ledger_tag,entry_ask_cents,exit_price_cents,settlement_value_cents,official_winner,booked_side,contracts,fee_methodology,fee_cents,stored_pnl_cents,recomputed_hold_pnl_cents,hold_identity,hold_vs_early_exit,official_win,calls_recorded,research_quality,shadow70_entry,shadow70_pnl,secs_left_at_entry
774,KXBTC15M-26SEP131015-15,2026-09-13T14:15:00Z,B_floor80_trial,main_paper,82,,100,UP,UP,1,ceil(7·p·(1−p)) whole cent (stored entry_fee_cents=2),2,16,16,YES,HOLD,1,1,valid,70,28,527.4
776,KXBTC15M-26SEP131045-45,2026-09-13T14:45:00Z,B_floor80_trial,main_paper,95,,100,UP,UP,1,ceil(7·p·(1−p)) whole cent (stored entry_fee_cents=1),1,4,4,YES,HOLD,1,1,valid,95,4,307
805,KXBTC15M-26SEP131815-15,2026-09-13T22:15:00Z,B_floor80_trial,main_paper,90,,100,DOWN,DOWN,1,ceil(7·p·(1−p)) whole cent (stored entry_fee_cents=1),1,9,9,YES,HOLD,1,1,valid,90,9,520.7
811,KXBTC15M-26SEP131945-45,2026-09-13T23:45:00Z,B_floor80_trial,main_paper,81,,100,UP,UP,1,ceil(7·p·(1−p)) whole cent (stored entry_fee_cents=2),2,17,17,YES,HOLD,1,1,valid,79,19,510.9
813,KXBTC15M-26SEP132015-15,2026-09-14T00:15:00Z,B_floor80_trial,main_paper,91,,100,UP,UP,1,ceil(7·p·(1−p)) whole cent (stored entry_fee_cents=1),1,8,8,YES,HOLD,1,1,valid,91,8,414.8
816,KXBTC15M-26SEP132100-00,2026-09-14T01:00:00Z,B_floor80_trial,main_paper,81,,100,UP,UP,1,ceil(7·p·(1−p)) whole cent (stored entry_fee_cents=2),2,17,17,YES,HOLD,1,1,valid,72,26,294.6
821,KXBTC15M-26SEP132215-15,2026-09-14T02:15:00Z,B_floor80_trial,main_paper,80,,100,UP,UP,1,ceil(7·p·(1−p)) whole cent (stored entry_fee_cents=2),2,18,18,YES,HOLD,1,1,valid,78,20,363.3
822,KXBTC15M-26SEP132230-30,2026-09-14T02:30:00Z,B_floor80_trial,main_paper,80,,100,UP,UP,1,ceil(7·p·(1−p)) whole cent (stored entry_fee_cents=2),2,18,18,YES,HOLD,1,1,valid,78,20,363.3
824,KXBTC15M-26SEP132300-00,2026-09-14T03:00:00Z,B_floor80_trial,main_paper,82,,100,UP,UP,1,ceil(7·p·(1−p)) whole cent (stored entry_fee_cents=2),2,16,16,YES,HOLD,1,1,valid,70,28,551.2
825,KXBTC15M-26SEP132315-15,2026-09-14T03:15:00Z,B_floor80_trial,main_paper,82,,100,UP,UP,1,ceil(7·p·(1−p)) whole cent (stored entry_fee_cents=2),2,16,16,YES,HOLD,1,1,valid,72,26,467.2
829,KXBTC15M-26SEP140015-15,2026-09-14T04:15:00Z,B_floor80_trial,main_paper,80,,100,UP,UP,1,ceil(7·p·(1−p)) whole cent (stored entry_fee_cents=2),2,18,18,YES,HOLD,1,1,valid,71,27,55.7
830,KXBTC15M-26SEP140030-30,2026-09-14T04:30:00Z,B_floor80_trial,main_paper,83,,100,UP,UP,1,ceil(7·p·(1−p)) whole cent (stored entry_fee_cents=1),1,16,16,YES,HOLD,1,1,valid,74,24,399.6
831,KXBTC15M-26SEP140045-45,2026-09-14T04:45:00Z,B_floor80_trial,main_paper,83,,100,UP,UP,1,ceil(7·p·(1−p)) whole cent (stored entry_fee_cents=1),1,16,16,YES,HOLD,1,1,valid,79,19,90.9
835,KXBTC15M-26SEP140145-45,2026-09-14T05:45:00Z,B_floor80_trial,main_paper,93,,100,UP,UP,1,ceil(7·p·(1−p)) whole cent (stored entry_fee_cents=1),1,6,6,YES,HOLD,1,1,valid,93,6,306.5
837,KXBTC15M-26SEP140215-15,2026-09-14T06:15:00Z,B_floor80_trial,main_paper,96,,100,UP,UP,1,ceil(7·p·(1−p)) whole cent (stored entry_fee_cents=1),1,3,3,YES,HOLD,1,1,valid,96,3,428.7
838,KXBTC15M-26SEP140245-45,2026-09-14T06:45:00Z,B_floor80_trial,main_paper,83,,0,UP,DOWN,1,ceil(7·p·(1−p)) whole cent (stored entry_fee_cents=1),1,-84,-84,YES,HOLD,0,1,valid,83,-84,771.7
840,KXBTC15M-26SEP140315-15,2026-09-14T07:15:00Z,B_floor80_trial,main_paper,82,,100,UP,UP,1,ceil(7·p·(1−p)) whole cent (stored entry_fee_cents=2),2,16,16,YES,HOLD,1,1,valid,82,16,511.7
841,KXBTC15M-26SEP140330-30,2026-09-14T07:30:00Z,B_floor80_trial,main_paper,92,,100,UP,UP,1,ceil(7·p·(1−p)) whole cent (stored entry_fee_cents=1),1,7,7,YES,HOLD,1,1,valid,92,7,275.7
842,KXBTC15M-26SEP140345-45,2026-09-14T07:45:00Z,B_floor80_trial,main_paper,82,,100,UP,UP,1,ceil(7·p·(1−p)) whole cent (stored entry_fee_cents=2),2,16,16,YES,HOLD,1,1,valid,71,27,447.6
843,KXBTC15M-26SEP140400-00,2026-09-14T08:00:00Z,B_floor80_trial,main_paper,80,,100,UP,UP,1,ceil(7·p·(1−p)) whole cent (stored entry_fee_cents=2),2,18,18,YES,HOLD,1,1,valid,73,25,171.6
850,KXBTC15M-26SEP140545-45,2026-09-14T09:45:00Z,B_floor80_trial,main_paper,80,,100,UP,UP,1,ceil(7·p·(1−p)) whole cent (stored entry_fee_cents=2),2,18,18,YES,HOLD,1,1,valid,78,20,567.4
851,KXBTC15M-26SEP140600-00,2026-09-14T10:00:00Z,B_floor80_trial,main_paper,85,,100,UP,UP,1,ceil(7·p·(1−p)) whole cent (stored entry_fee_cents=1),1,14,14,YES,HOLD,1,1,valid,85,14,583.4
860,KXBTC15M-26SEP140815-15,2026-09-14T12:15:00Z,B_floor80_trial,main_paper,88,,100,UP,UP,1,ceil(7·p·(1−p)) whole cent (stored entry_fee_cents=1),1,11,11,YES,HOLD,1,1,valid,88,11,253.6
861,KXBTC15M-26SEP140830-30,2026-09-14T12:30:00Z,B_floor80_trial,main_paper,88,,100,UP,UP,1,ceil(7·p·(1−p)) whole cent (stored entry_fee_cents=1),1,11,11,YES,HOLD,1,1,valid,72,26,461.4
864,KXBTC15M-26SEP140930-30,2026-09-14T13:30:00Z,B_floor80_trial,main_paper,84,,100,UP,UP,1,ceil(7·p·(1−p)) whole cent (stored entry_fee_cents=1),1,15,15,YES,HOLD,1,1,valid,77,21,411.8
865,KXBTC15M-26SEP140945-45,2026-09-14T13:45:00Z,B_floor80_trial,main_paper,93,,100,UP,UP,1,ceil(7·p·(1−p)) whole cent (stored entry_fee_cents=1),1,6,6,YES,HOLD,1,1,valid,93,6,595.4
876,KXBTC15M-26SEP141230-30,2026-09-14T16:30:00Z,B_floor80_trial,main_paper,93,,100,UP,UP,1,ceil(7·p·(1−p)) whole cent (stored entry_fee_cents=1),1,6,6,YES,HOLD,1,1,valid,93,6,577.7
880,KXBTC15M-26SEP141330-30,2026-09-14T17:30:00Z,B_floor80_trial,main_paper,83,,100,UP,UP,1,ceil(7·p·(1−p)) whole cent (stored entry_fee_cents=1),1,16,16,YES,HOLD,1,1,valid,74,24,375.1
884,KXBTC15M-26SEP141430-30,2026-09-14T18:30:00Z,B_floor80_trial,main_paper,92,,100,UP,UP,1,ceil(7·p·(1−p)) whole cent (stored entry_fee_cents=1),1,7,7,YES,HOLD,1,1,valid,92,7,534.9
887,KXBTC15M-26SEP141515-15,2026-09-14T19:15:00Z,B_floor80_trial,main_paper,91,,100,DOWN,DOWN,1,ceil(7·p·(1−p)) whole cent (stored entry_fee_cents=1),1,8,8,YES,HOLD,1,1,valid,91,8,577.8
894,KXBTC15M-26SEP141700-00,2026-09-14T21:00:00Z,B_floor80_trial,main_paper,85,,100,DOWN,DOWN,1,ceil(7·p·(1−p)) whole cent (stored entry_fee_cents=1),1,14,14,YES,HOLD,1,1,valid,85,14,588.5
895,KXBTC15M-26SEP141715-15,2026-09-14T21:15:00Z,B_floor80_trial,main_paper,88,,100,DOWN,DOWN,1,ceil(7·p·(1−p)) whole cent (stored entry_fee_cents=1),1,11,11,YES,HOLD,1,1,valid,88,11,764.4
900,KXBTC15M-26SEP141830-30,2026-09-14T22:30:00Z,B_floor80_trial,main_paper,95,,100,DOWN,DOWN,1,ceil(7·p·(1−p)) whole cent (stored entry_fee_cents=1),1,4,4,YES,HOLD,1,1,valid,95,4,477.9
927,KXBTC15M-26SEP150115-15,2026-09-15T05:15:00Z,B_floor80_trial,main_paper,89,,100,DOWN,DOWN,1,ceil(7·p·(1−p)) whole cent (stored entry_fee_cents=1),1,10,10,YES,HOLD,1,1,valid,89,10,243.6
929,KXBTC15M-26SEP150145-45,2026-09-15T05:45:00Z,B_floor80_trial,main_paper,83,,100,UP,UP,1,ceil(7·p·(1−p)) whole cent (stored entry_fee_cents=1),1,16,16,YES,HOLD,1,1,valid,83,16,119.5
930,KXBTC15M-26SEP150200-00,2026-09-15T06:00:00Z,B_floor80_trial,main_paper,81,,100,UP,UP,1,ceil(7·p·(1−p)) whole cent (stored entry_fee_cents=2),2,17,17,YES,HOLD,1,1,valid,72,26,535.5
931,KXBTC15M-26SEP150215-15,2026-09-15T06:15:00Z,B_floor80_trial,main_paper,83,,0,DOWN,UP,1,ceil(7·p·(1−p)) whole cent (stored entry_fee_cents=1),1,-84,-84,YES,HOLD,0,1,valid,83,-84,591.5
934,KXBTC15M-26SEP150300-00,2026-09-15T07:00:00Z,B_floor80_trial,main_paper,94,,100,DOWN,DOWN,1,ceil(7·p·(1−p)) whole cent (stored entry_fee_cents=1),1,5,5,YES,HOLD,1,1,valid,94,5,487.3
946,KXBTC15M-26SEP150600-00,2026-09-15T10:00:00Z,B_floor80_trial,main_paper,81,,100,UP,UP,1,ceil(7·p·(1−p)) whole cent (stored entry_fee_cents=2),2,17,17,YES,HOLD,1,1,valid,72,26,502.5
947,KXBTC15M-26SEP150615-15,2026-09-15T10:15:00Z,B_floor80_trial,main_paper,83,,100,UP,UP,1,ceil(7·p·(1−p)) whole cent (stored entry_fee_cents=1),1,16,16,YES,HOLD,1,1,valid,75,23,342.5
950,KXBTC15M-26SEP150700-00,2026-09-15T11:00:00Z,B_floor80_trial,main_paper,80,,100,UP,UP,1,ceil(7·p·(1−p)) whole cent (stored entry_fee_cents=2),2,18,18,YES,HOLD,1,1,valid,77,21,166.4
951,KXBTC15M-26SEP150715-15,2026-09-15T11:15:00Z,B_floor80_trial,main_paper,80,,0,DOWN,UP,1,ceil(7·p·(1−p)) whole cent (stored entry_fee_cents=2),2,-82,-82,YES,HOLD,0,1,valid,77,-79,450.3
953,KXBTC15M-26SEP150745-45,2026-09-15T11:45:00Z,B_floor80_trial,main_paper,80,,100,DOWN,DOWN,1,ceil(7·p·(1−p)) whole cent (stored entry_fee_cents=2),2,18,18,YES,HOLD,1,1,valid,80,18,594.2
955,KXBTC15M-26SEP150815-15,2026-09-15T12:15:00Z,B_floor80_trial,main_paper,80,,0,DOWN,UP,1,ceil(7·p·(1−p)) whole cent (stored entry_fee_cents=2),2,-82,-82,YES,HOLD,0,1,valid,76,-78,86.1
956,KXBTC15M-26SEP150830-30,2026-09-15T12:30:00Z,B_floor80_trial,main_paper,82,,0,DOWN,UP,1,ceil(7·p·(1−p)) whole cent (stored entry_fee_cents=2),2,-84,-84,YES,HOLD,0,1,valid,75,-77,378.1
958,KXBTC15M-26SEP150900-00,2026-09-15T13:00:00Z,B_floor80_trial,main_paper,81,,100,UP,UP,1,ceil(7·p·(1−p)) whole cent (stored entry_fee_cents=2),2,17,17,YES,HOLD,1,1,valid,71,27,554.1
959,KXBTC15M-26SEP150915-15,2026-09-15T13:15:00Z,B_floor80_trial,main_paper,83,,100,UP,UP,1,ceil(7·p·(1−p)) whole cent (stored entry_fee_cents=1),1,16,16,YES,HOLD,1,1,valid,83,16,570
1277,KXBTC15M-26SEP181830-30,2026-09-18T22:30:00Z,C2_selective_v3,main_paper,81,,100,UP,UP,1,ceil(7·p·(1−p)) whole cent (stored entry_fee_cents=2),2,17,17,YES,HOLD,1,1,valid,81,17,484.9
